User,Tweet
Trupil,dear rahulgandhi surnam gandhi mean win elect zero iq zero knowledg india win elect modiji far better phiraayengemodiji rahulgandhiisbestcomadianofindia
aquarius_616,abpmajhatv rahul gandhi said regret comment chowkidar chor hai pm modi repli suprem court contempt petit file bjp leader meenakshi lekhi rahulgandhi congadmitsjhoot rahulapolog
s__k181,incindia rahul gandhi franc ke rashtrapati kaha chowkidar chor hai😂😂 desper obsess line elect pappu loksabhaelect bjp congressadmitsjhoot chowkidar
HeisenbergBong,adityajay lol ye isnt also say thing papuli everyth rafal ever said refer sc wasnt lie call industri scale liar rahul gandhi cower suprem court 😂😂 rahulgandhi congadmitsjhoot rahulapolog
khushsundar,patholog liarsbjp red face ec accept rahulgandhi nomin amethisc said anyth rahuljiwhi bjp jumpingli bjp licens killcongress speak languag truth uniti n welfarewer tri save smriti
prabhatsinghind,rahul lier cheater kuchkuchhotahainraffel bjpnamoagain
bhhatu,rachitseth rahulgandhi fli paper plain consid pilot play squar cut drive better rahul dravid rahulgandhi congadmitsjhoot rahulapolog lierrahulgandhi rahuladmitsrafaleli
shaqueelsinai,barandbench rahulgandhi deliber desper attempt bjp support tie rahul gandhi litig clearli rattl
ankeetbhardwaj,mariamus rahulgandhi bjp never accept
NEELisPREET,industri scale liar rahul gandhi cower suprem court 😂😂 say regret comment chowkidar chor hai pm modi repli sc contempt petit file bjp leader smt mlekhi rahulgandhi congadmitsjhoot rahulapolog pappuchoorhai
ashokku90446260,incindia rahulgandhi bjp parti insensit bias
Udayindiaonline,patholog liar rahulgandhi caught lie elect commiss fals declar conceal inform affidavit nomin paper prima faci render inelig fight elect india bjp
BapiM14,incindia rahulgandhi shameless bjp bjpinsultsmartyr bjp
mansishah1611,nyay done pm narendramodi nsitharaman amp peopl india rahulgandhi use spread lie rafal demean forc amp tri make weak burden gandhi famili pc amp apologis india rahulapolog loksabhaelect
Itschittorian,appl shift manufactur base china india u know whatrahul gandhi announc negoti deal amount soonstay tune mandhbhakt lol😂😂 bharatbolenamonamo loksabhaelect rahulsayssorri rahulapolog rahuladmitsrafaleli
indiablooms,rahul gandhi admit misquot suprem court rafal attack modi rahulgandhi rafal modi rahulapolog chowdikar
Moni_krishnaa,rahul gandhi cower suprem court 😂😂 say regret comment chowkidar chor hai pm modi repli suprem court contempt petit file bjp leader smt meenakshi lekhi rahulgandhi congadmitsjhoot rahulapolog congadmitsjhoot
Vikas37940718,rahulgandhi gandhi apologis suprem court make wrong comment narendramodi want say incindia worst parti sell nation person interest
nirbhaisingh07,jhasanjay failur rahul gandhi told supremecourt comment made heat campaign irrespons statement tell rahulgandhi terribl failur egregi embarrass huge risk congress
ShivamShankarS,bjp group flood rahul gandhi express regret chowkidarchorhai well he express regret attribut slogan suprem court reiter chowkidarchorhai
Legaloids,rahul gandhi apologis misquot sc rafal order promis never rahulapolog rahulgandhi supremecourt
Atul_Lko3,rahul gandhi known raul vinci uk amp itali alleg ajay singh bisht who known yogi adityanath rahulgandhi
Rajantweets_,adigaabhish republ rahulgandhi wonder bjp still soft cartoon congressmuktbharat rahuladmitsrafaleli congadmitsjhoot mainbhichowkidar namoagain jaihind
NishiBhardwaj8,rahul support tukdetukd gangsdelet sedit clauseremov afspaquest balkot strikeampbatala hous encount etcwould even support indra gandhi decim congressbjp
Raj111188,break rahul gandhi admit rafal lie tell suprem court said heat polit campaign cant take stand dream becom pm modioncemor modiagain bjp rahulgandhi congress mainbhichowkidar loksabhaelect
RituDreams,realli funni movi made modi benefit bjp modiji movi made rahul raulvinci also benefit bjp narendramodi congress shit scare coz win win situat ayegatohmodihi
Raj111188,republ break rahul gandhi admit rafal lie tell suprem court said heat polit campaign cant take stand dream becom pm modihiaayega bjp congress
shrynsh_dwvdi,rahulgandhi lie fall flat basic heat moment last month rahul gandhi use chowkidaar chor hai anil ambani rafael hal dumb attribut figur speech rahulgandhi congadmitsjhoot rogo
sujitbatsa,rahul gandhi lie kept lie werent drag court admit lie would lie link pm rafal modihaitomumkinhai namoagain maibhichowkidaar loksabhaelect indiabolemodidobara rahulapolog
NoneTheLesss_,sardesairajdeep rahulgandhi chowkidar chor hai jibe rahulgandhi hasnt apologis express regret affidavit doesnt use word apolog even regret use one time bracket rahul also hit modi amp bjp leader use rafal verdict
SharmaKhemchand,rahul gandhi forc apolog spread fakenew pm narendramodi ji rafaled rahulgandhi said sorri statement rafal verdict repli suprem court contempt petit file mlekhi ji bharatbolenamonamo
ishan_putra,min silenc pidi presstitut support rahul rafal scam lie final made eat dust rahulgandhi rahulapolog bdutt sardesairajdeep sagarikaghos ranaayyub shehlarashid fayedsouza shekhargupta sumanthraman thewirein thequint
Aashay_46,thank god leadership commod otherwis would bought peopl like rahul gandhi sc rahulgandhi rafal mebhichowkidar namofornewindia bharatbolenamonamo loksabhaelect phirekbaarmodisarkar congresshaina incindia
SureshG44747219,rahul gandhi come live tv amp say sorri alleg suprem court admit chaukidaar chaur insult suprem court pm amp india incindia rahulgandhi zeenewshindi indiatoday bjpindia narendramodi rahulgandhi
rkarnan,amethi return offic declar congress presid rahul gandhi nomin valid loksabhaelect
sruthi049,im look wire ndtv scroll liber cri chowkidharchorhai say rahul admit lie ppl buri ur head rahulgandhi rafaled rafal congadmitsjhoot
vinsinners,rahulgandhi say statement misus oppon foot liar youv tell world modi chor fact real chor father grandmoth congadmitsjhoot congressmuktbharat loksabhaelect namoagain
VenkateshBung,tcgehlotoffic rahulgandhi chor india rahulgandhi beg said lie narendramodi chor hai today clear modi pure hai rahulgandhi say sorri modiji india bharatbolenamonamo loksabhaelect timesofrahul
profbandana,rahul also face case defam narendramodi amit saha mahendra nath pandey
VenkateshBung,chor india rahulgandhi beg said lie narendramodi chor hai today clear modi pure hai rahulgandhi say sorri modiji india bharatbolenamonamo loksabhaelect timesofrahul
TheFederal_in,ec approv congress presid rahul gandhi nomin amethi rahulgandhi incindia loksabhaelect congrss thefederalnew
Jayathirtha,sardesairajdeep rahulgandhi defens offici spokesperson congress would find fault even innocu statement modi tri hush blunder n lie princ rahulgandhi shame hypocrisi shameless creatur rahulapolog rahul
HaryanaJanmat,priyanka gandhi vadra ask contest varanasi congress presid ask contest happi contest loksabhaelect
Afternoon_Voice,delhi former bjp mp hamirpur suresh chandel join congress presenc parti presid rahul gandhi ani isureshchandel incindia bjpindia rahulgandhi loksabhaelect elect indianelect voteforchang vote indiaelect congress bjp
orientalsabers,rahulgandhi happen silent today tri fool peopl lie throw kiddo rahul peopl understand well knowledg indiabolenamophirs bharatbolenamonamo loksabhaelect rafaled
Sindhleak,loksabhaelect former bjp mp hamirpur suresh chandel join congress presenc parti presid rahulgandhi
utkarsh_aanand,chowkidar chor hai jibe rahulgandhi hasnt apologis express regret affidavit doesnt use word apolog even regret use one time bracket rahul also hit modi amp bjp leader use rafal verdict
JioNews,rahulgandhi express regret chowkidarchorhain remark affidavit supremecourt gandhi said attribut came heat moment
ashwani_dube,big relief sri rahulgandhi amp incindia amethi return offic declar congress presid rahul gandhi nomin valid loksabhaelect
amit_cp,rahulgandhi want narendramodi win elect proud rahul thank rgwithbjp indiabolenamophirs rahulgandhi
breakingboom1,big relief rahul gandhi electioncommis accept nomin amethi complaint file claim dual citizenship loksabhaelect amethi congress
vssanakan,rahulgandhi valid amethi return offic accept nomin paper rahul set asid complaint
outburstindia,bhupendrachaub rahulgandhi narendramodi opposit parti file contempt petit bjp leader said pragya thakur acquit court bjp leader also use court claim acquitt clean chit
vishwasastry,rahulgandhi rahul join elit club self attest lier certifi lier interpret admiss lie suprem court rafal jibe
JacquelineDsou4,rahulgandhi yr speech henc forth clarifi public hv admit sc say chowkidarchorhai apolog continu believ chowkidarchorhai bjp twist issu adv incindia
awanishvidyarth,loksabhaelect amethi return offic declar congress presid rahul gandhi nomin valid
rajeshkshitij,rahulgandhi amethi return offic declar congress presid rahul gandhi nomin valid electionswithnew newsmp newscg uttarpradesh congress
indiatvnews,loksabhaelect electionswithindiatv amethi return offic declar congress presid rahul gandhi nomin valid
WeForNews,amethi return offic declar congress presid rahul gandhi nomin valid loksabhaelect
DeccanChronicle,alert amethi return offic declar congress presid rahul gandhi nomin valid loksabhaelect ani
Divya_Bhaskar,amethi return offic declar congress presid rahul gandhi nomin valid loksabhaelect sourc ani
harshlapsia,rahul gandhi admit suprem court lie rafal modi everyth rahulgandhi rafaled indiabolenamophirs
jogalshailaja,aradhyekedar devfadnavi congress presid rahul gandhi say regret gave statementin repli suprem court rahul gandhi said statement use misus polit opponentsn hegav statement heat polit campaign rahulgandhi
jogalshailaja,congress presid rahul gandhi say regret gave statementin repli suprem court rahul gandhi said statement use misus polit opponentsn hegav statement heat polit campaign rahulgandhi
amreshsrivastav,cong chief rahul gandhi file affidavit sc express regret remark relat rafal judgment bjp mp meenakshi lekhi file contempt petit loksabhaelect incindia
shakeelNBT,break rahul gandhi nomin amethi valid amethi rahulgandhi
srikantrana0000,get phonecal bjp electioncampaign dont want someth elect commiss ban type action electioncommiss narendramodi rahulgandhi ndtv aajtak reliancejio ecisveep
pav_sri,rahul gandhi admit use word chor heat moment regret usag inappropri wordin suprem court tender uncondit apolog libtard fake fact checker placard activist busi prepar defend indefens rahulgandhi
ravirao83,timesofindia thank meenakshi lekhi rahul gandhi call lie whole campaign base hate insult lie loksabhaelect rahulgandhi
Shimographer,rahul gandhi lie win elect anoth day news sky blue loksabhaelect
Ragstargupta3,yeh acha hai rahul gandhi ka pehlay chor bol suprem court ka naam leke phir sorri mujhs galti ho gayi bol sorri dont want irrespons pm countri shame u rahulgandhi bharatbolenamonamo loksabhaelect rahuljhootjumla rahulgandhi
SiddharthaRai2,rahulgandhi regret supremecourt mean rafal controversi whip rahul lie rahul accept lie lie repeatedli demean apex court misl peopl polit abhijitmajumd loksabhaelect
SinghPramod2784,face contempt plea suprem court congress presid rahul gandhi regret chor jibe prime minist chor remark everi ralli mean rahulgandhi lie
SachinKrIndia,massiv rahul gandhi admit lie rafal tell suprem court heat moment regret bjpindia congress bjp loksabhaelect
vssanakan,rahul gandhi express regret comment sc agre chowkidar chor hai amidst elect campaign rahul remark rafal case congress sourc say chowkidar chor hai slogan continu rahul regret take sc loksabhaelect
ShaktiShekhar,petit forc rahul gandhi say sorri sc file new delhi bjp mp mlekhi bjp hasnt announc candid new delhi yet judgment come crucial hour sc order taught rahulgandhi bitter lesson
breakingboom1,congress presid rahul gandhi file respons suprem court connect contempt petit rafaleregret remark congress presid said remark made heat polit campaign loksabhaelect rafal congress
Vikas31798111,rahulgandhi work hard day night ensur comfort victori bjp
Subir_khanna,break news rahul gandhi apolog said contempt court supremecourt wrong say direct rahulgandhi
ShaktiShekhar,major embarrass loss face rahul gandhi amp jolt congress affidavit submit suprem court rahulgandhi express regret chowkidar chor hai lie admit made mistak would interest see whether repeat elect ralli
indiatvnews,loksabhaelect electionswithindiatv rahul gandhi file respons suprem court connect contempt petit file bjp mp meenakshi lekhi statement rafal verdict sc hear matter tomorrow
_umakantsingh,namo alreadi sens defeatso tell incumb pmi challengerjust one month total social media campaign chang prepar rahul gandhibharatbolenamonamo prannoyroyndtv loksabhaelect madra hc srilankaattack
indialegalmedia,apexcourt last week sought rahul gandhi respons alleg public statement made politicalcampaign appear say top court made clear rafal case chowkidar commit theft bjp modi
utkarsh_aanand,chowkidar chor hai jibe rahulgandhi express regret accept supremecourt never use word amp said hear moment amp polit campaign rahul also undertak futur newscourtroom
gaur_anubhuti,congress presid rahul gandhi file respons relat contempt charg meenakshi lekhi say regret remark made heat polit campaign loksabhaelect
raydeep,rahulgandhi regret statement chowkidaarchorhai relat rafal hear sc say said heat elect campaign rahul gandhi file affidavit sc
